UniProt_ID,set
R4YS00,training
R4YS02,training
R4YS06,validation
R4YS19,validation
R4YS25,training
R4YS30,training
R4YS35,training
R4YS38,test
R4YS40,training
R4YS41,training
R4YS44,test
R4YS45,training
R4YS48,training
R4YS53,training
R4YS54,training
R4YS56,training
R4YS64,test
R4YS71,training
R4YS75,validation
R4YS78,training
R4YS80,validation
R4YS86,validation
R4YS88,training
R4YS89,training
R4YS90,training
R4YS92,training
R4YS95,training
R4YS96,test
R4YS99,training
R4YSA8,training
R4YSB2,training
R4YSB3,training
R4YSB7,training
R4YSC1,test
R4YSC7,test
R4YSC8,training
R4YSD8,test
R4YSD9,training
R4YSE3,training
R4YSF6,training
R4YSF8,training
R4YSG0,training
R4YSG2,training
R4YSG4,training
R4YSG8,training
R4YSH0,training
R4YSH1,training
R4YSH2,training
R4YSH7,training
R4YSI1,training
R4YSI3,training
R4YSI4,validation
R4YSI5,validation
R4YSI7,training
R4YSK2,training
R4YSK3,training
R4YSK4,training
R4YSK5,test
R4YSK9,training
R4YSL6,training
R4YSM6,validation
R4YSN0,training
R4YSN3,training
R4YSN4,training
R4YSP1,test
R4YSP4,training
R4YSP7,training
R4YSP8,validation
R4YSP9,training
R4YSQ7,training
R4YSR7,training
R4YSR8,training
R4YST3,test
R4YST5,training
R4YST8,test
R4YST9,training
R4YSU4,training
R4YSU6,training
R4YSW3,validation
R4YSW4,training
R4YSY4,training
R4YSY5,training
R4YSZ0,training
R4YSZ1,training
R4YSZ2,training
R4YSZ9,training
R4YT01,training
R4YT10,training
R4YT12,training
R4YT13,training
R4YT23,training
R4YT31,training
R4YT32,validation
R4YT40,training
R4YT42,training
R4YT44,training
R4YT45,training
R4YT47,test
R4YT49,training
R4YT50,training
R4YT61,training
R4YT68,training
R4YT76,training
R4YT77,training
R4YT82,training
R4YT89,training
R4YT91,validation
R4YT95,training
R4YT96,training
R4YT99,training
R4YTB2,training
R4YTB7,training
R4YTB9,training
R4YTC1,training
R4YTC2,test
R4YTC3,training
R4YTC4,training
R4YTC5,training
R4YTD3,training
R4YTD4,training
R4YTD6,test
R4YTD7,training
R4YTD9,training
R4YTE1,training
R4YTE6,training
R4YTE7,training
R4YTE8,training
R4YTF2,training
R4YTF7,test
R4YTG2,training
R4YTG4,training
R4YTH1,training
R4YTH5,training
R4YTH6,training
R4YTI0,training
R4YTI2,training
R4YTI3,training
R4YTI4,training
R4YTI9,training
R4YTJ0,training
R4YTJ6,training
R4YTJ7,training
R4YTK0,training
R4YTK3,training
R4YTK4,training
R4YTK7,training
R4YTK8,training
R4YTL4,training
R4YTM4,test
R4YTM7,training
R4YTN0,test
R4YTN7,validation
R4YTN8,training
R4YTN9,validation
R4YTP2,training
R4YTP4,training
R4YTP7,training
R4YTQ0,test
R4YTQ5,training
R4YTQ6,training
R4YTQ8,training
R4YTR9,validation
R4YTS3,training
R4YTS6,validation
R4YTS7,validation
R4YTS9,training
R4YTT2,training
R4YTT6,training
R4YTT8,training
R4YTT9,test
R4YTU8,training
R4YTV0,training
R4YTV5,training
R4YTV6,training
R4YTV7,training
R4YTV8,validation
R4YTV9,training
R4YTW6,training
R4YTW7,training
R4YTW8,training
R4YTX3,training
R4YTX4,test
R4YTX6,training
R4YTX9,training
R4YTY7,test
R4YTY9,training
R4YTZ0,training
R4YTZ1,training
R4YTZ7,validation
R4YTZ8,training
R4YU00,training
R4YU05,training
R4YU14,training
R4YU16,training
R4YU17,training
R4YU19,test
R4YU21,training
R4YU29,test
R4YU34,training
R4YU44,training
R4YU46,training
R4YU54,test
R4YU73,validation
R4YU79,training
R4YU80,test
R4YU82,test
R4YU85,validation
R4YU86,training
R4YU89,training
R4YU90,training
R4YU91,training
R4YU92,training
R4YUA0,training
R4YUA5,training
R4YUB1,training
R4YUB2,training
R4YUB5,training
R4YUB7,training
R4YUB8,training
R4YUB9,training
R4YUC2,test
R4YUC3,training
R4YUC7,test
R4YUD1,training
R4YUD3,validation
R4YUE2,training
R4YUE7,training
R4YUE9,training
R4YUF4,validation
R4YUG1,training
R4YUH5,training
R4YUH9,training
R4YUI0,training
R4YUI7,training
R4YUJ3,validation
R4YUJ7,test
R4YUK0,training
R4YUL7,training
R4YUL9,test
R4YUM5,training
R4YUM8,training
R4YUN3,training
R4YUN8,validation
R4YUP5,training
R4YUP7,training
R4YUP9,training
R4YUQ0,training
R4YUQ1,training
R4YUQ2,training
R4YUQ6,training
R4YUQ8,training
R4YUR2,training
R4YUS0,training
R4YUS3,training
R4YUT1,validation
R4YUT3,test
R4YUT5,training
R4YUU2,training
R4YUU7,validation
R4YUV7,training
R4YUW0,training
R4YUW2,training
R4YUW3,test
R4YUW4,training
R4YUW5,training
R4YUW6,training
R4YUW8,training
R4YUW9,training
R4YUX9,training
R4YUY0,training
R4YUY1,training
R4YUY6,training
R4YUZ3,training
R4YUZ5,training
R4YV03,training
R4YV06,training
R4YV17,test
R4YV23,training
R4YV30,validation
R4YV40,training
R4YV45,training
R4YV46,training
R4YV51,training
R4YV53,training
R4YV55,training
R4YV56,training
R4YV57,training
R4YV64,training
R4YV69,training
R4YV74,training
R4YV77,training
R4YV79,training
R4YV85,training
R4YV86,training
R4YV88,training
R4YV92,test
R4YV93,training
R4YV94,training
R4YV95,training
R4YV96,training
R4YV97,training
R4YVA1,training
R4YVA6,training
R4YVA8,validation
R4YVA9,training
R4YVB0,training
R4YVB2,training
R4YVB3,training
R4YVD2,training
R4YVD3,training
R4YVD6,training
R4YVD9,training
R4YVE1,training
Q3V8B2,validation
Q6KYU0,test
Q6KYU3,training
Q6KYU4,training
Q6KYU6,training
Q6KYU7,training
Q6KYV1,training
Q6KYV3,training
Q6KYV9,training
Q6KYW0,training
Q6KYW1,training
Q6KYW2,test
Q6KYW3,training
Q6KYW4,training
Q6KYW8,training
Q6KYW9,training
Q6KYX0,training
Q6KYX2,training
Q6KYX4,test
Q6KYX9,training
Q6KYY0,training
Q6KYY1,training
Q6KYY2,training
Q6KYY3,training
Q6KYY6,validation
Q6KYY8,training
Q6KYZ2,training
Q6KYZ3,training
Q6KYZ7,test
Q6KZ07,training
Q6KZ09,training
Q6KZ11,training
Q6KZ13,test
Q6KZ14,training
Q6KZ16,training
Q6KZ17,training
Q6KZ18,training
Q6KZ21,validation
Q6KZ22,training
Q6KZ23,training
Q6KZ24,training
Q6KZ25,training
Q6KZ29,training
Q6KZ32,test
Q6KZ33,training
Q6KZ34,validation
Q6KZ35,training
Q6KZ37,training
Q6KZ40,training
Q6KZ42,test
Q6KZ44,training
Q6KZ47,training
Q6KZ48,training
Q6KZ49,training
Q6KZ50,training
Q6KZ51,training
Q6KZ54,training
Q6KZ55,training
Q6KZ56,training
Q6KZ58,training
Q6KZ62,training
Q6KZ63,training
Q6KZ64,training
Q6KZ65,training
Q6KZ66,training
Q6KZ68,training
Q6KZ70,training
Q6KZ71,test
Q6KZ78,validation
Q6KZ82,test
Q6KZ83,test
Q6KZ86,training
Q6KZ88,training
Q6KZ95,training
Q6KZ96,validation
Q6KZ97,test
Q6KZ98,training
Q6KZA0,training
Q6KZA2,training
Q6KZA3,training
Q6KZA4,training
Q6KZA6,training
Q6KZB0,training
Q6KZB1,training
Q6KZB3,training
Q6KZB4,training
Q6KZB5,training
Q6KZB9,training
Q6KZC4,training
Q6KZC5,training
Q6KZC6,validation
Q6KZC8,training
Q6KZC9,validation
Q6KZD1,training
Q6KZD2,training
Q6KZD3,training
Q6KZD4,test
Q6KZD7,training
Q6KZD9,training
Q6KZE2,training
Q6KZE3,training
Q6KZE5,training
Q6KZE6,training
Q6KZE7,training
Q6KZE9,training
Q6KZF0,training
Q6KZF1,training
Q6KZF2,test
Q6KZF6,training
Q6KZF9,training
Q6KZH0,validation
Q6KZH1,training
Q6KZH3,training
Q6KZH6,training
Q6KZH7,training
Q6KZH8,training
Q6KZH9,training
Q6KZI0,training
Q6KZI4,training
Q6KZI5,training
Q6KZI6,training
Q6KZI8,validation
Q6KZJ0,training
Q6KZJ1,training
Q6KZJ2,training
Q6KZJ4,training
Q6KZJ5,test
Q6KZJ6,training
Q6KZJ7,training
Q6KZK1,training
Q6KZK2,training
Q6KZK5,validation
Q6KZK7,validation
Q6KZK8,training
Q6KZK9,training
Q6KZL5,training
Q6KZL8,training
Q6KZL9,training
Q6KZM4,training
Q6KZM5,training
Q6KZM7,validation
Q6KZM8,training
Q6KZN0,training
Q6KZN1,training
Q6KZN3,training
Q6KZN4,validation
Q6KZN5,training
Q6KZN6,training
Q6KZN7,training
Q6KZN9,training
Q6KZP0,training
Q6KZP1,training
Q6KZP3,validation
Q6KZP5,test
Q6KZP6,training
Q6KZP7,validation
Q6KZP9,validation
Q6KZQ1,training
Q6KZQ2,training
Q6KZQ3,validation
Q6KZQ4,training
Q6KZQ5,training
Q6KZQ6,validation
Q6KZQ7,training
Q6KZR3,training
Q6KZR5,training
Q6KZR6,test
Q6KZR7,training
Q6KZR8,training
Q6KZR9,training
Q6KZS1,test
Q6KZS5,validation
Q6KZS8,training
Q6KZS9,training
Q6KZT0,training
Q6KZT2,training
Q6KZT5,training
Q6KZT6,training
Q6KZU0,training
Q6KZU1,training
Q6KZU6,training
Q6KZU7,test
Q6KZV1,training
Q6KZV7,training
Q6KZV8,training
Q6KZW2,training
Q6KZW3,training
Q6KZW5,test
Q6KZW6,training
Q6KZW7,training
Q6KZW8,training
Q6KZW9,training
Q6KZX0,training
Q6KZX4,training
Q6KZX6,training
Q6KZX7,test
Q6KZX9,validation
Q6KZY4,training
Q6KZY5,training
Q6KZY7,training
Q6KZY9,training
Q6KZZ3,training
Q6KZZ5,test
Q6KZZ7,training
Q6KZZ8,training
Q6KZZ9,training
Q6L001,training
Q6L002,training
Q6L003,training
Q6L004,test
Q6L005,test
Q6L006,training
Q6L009,training
Q6L010,training
Q6L011,training
Q6L014,training
Q6L015,training
Q6L016,training
Q6L017,training
Q6L018,training
Q6L021,training
Q6L023,training
Q6L024,training
Q6L025,training
Q6L026,validation
Q6L031,training
Q6L033,training
Q6L034,training
Q6L038,training
Q6L039,training
Q6L040,training
Q6L044,training
Q6L046,training
Q6L047,training
Q6L048,validation
Q6L050,training
Q6L051,training
Q6L052,validation
Q6L054,test
Q6L058,training
Q6L061,training
Q6L062,validation
Q6L064,training
Q6L066,validation
Q6L069,training
Q6L070,training
Q6L071,training
Q6L072,training
Q6L076,training
Q6L079,training
Q6L080,training
Q6L081,training
Q6L083,training
Q6L084,test
Q6L085,training
Q6L087,training
Q6L089,validation
Q6L090,training
Q6L091,training
Q6L092,training
Q6L093,training
Q6L094,training
Q6L097,training
Q6L0A4,training
Q6L0A5,validation
Q6L0A7,training
Q6L0A8,training
Q6L0B0,validation
Q6L0B1,training
Q6L0B3,training
Q6L0B4,training
Q6L0B5,training
Q6L0B8,training
Q6L0B9,training
Q6L0C0,training
Q6L0C1,training
Q6L0C3,training
Q6L0C4,training
Q6L0C5,training
Q6L0C7,training
Q6L0C9,training
Q6L0D1,training
Q6L0D4,training
Q6L0D5,training
Q6L0D6,training
Q6L0D7,training
Q6L0E2,validation
Q6L0E4,test
Q6L0E7,training
Q6L0E8,training
Q6L0F0,validation
Q6L0F1,validation
Q6L0F2,training
Q6L0F3,training
Q6L0F4,training
Q6L0F5,training
Q6L0F6,training
Q6L0F7,training
Q6L0F9,training
Q6L0G0,test
Q6L0G1,training
Q6L0G2,training
Q6L0G3,test
Q6L0G4,training
Q6L0G5,training
Q6L0G7,training
Q6L0G8,training
Q6L0G9,training
Q6L0H0,training
Q6L0H1,training
Q6L0H2,training
Q6L0H3,training
Q6L0H4,test
Q6L0H5,training
Q6L0H6,test
Q6L0H8,training
Q6L0H9,training
Q6L0I3,training
Q6L0J0,training
Q6L0J8,test
Q6L0J9,training
Q6L0K7,validation
Q6L0K8,training
Q6L0K9,training
Q6L0L0,training
Q6L0L1,validation
Q6L0L2,validation
Q6L0L7,test
Q6L0M1,training
Q6L0M2,training
Q6L0M4,validation
Q6L0M5,training
Q6L0M6,validation
Q6L0M7,test
Q6L0M8,training
Q6L0M9,training
Q6L0N0,training
Q6L0N1,training
Q6L0N5,validation
Q6L0N6,training
Q6L0N8,validation
Q6L0P2,training
Q6L0P3,training
Q6L0P4,training
Q6L0P9,training
Q6L0Q0,training
Q6L0Q1,training
Q6L0Q6,training
Q6L0Q7,training
Q6L0Q8,training
Q6L0Q9,training
Q6L0R3,training
Q6L0R4,training
Q6L0R5,training
Q6L0R6,training
Q6L0R9,training
Q6L0S0,training
Q6L0S1,test
Q6L0S2,training
Q6L0S5,training
Q6L0S6,validation
Q6L0S8,training
Q6L0S9,training
Q6L0T2,training
Q6L0T3,training
Q6L0T6,training
Q6L0T7,training
Q6L0U6,training
Q6L0U8,training
Q6L0U9,training
Q6L0V0,training
Q6L0V1,training
Q6L0V4,validation
Q6L0V5,training
Q6L0V8,training
Q6L0V9,training
Q6L0W0,training
Q6L0W2,training
Q6L0W5,training
Q6L0W6,training
Q6L0W7,validation
Q6L0X4,training
Q6L0X5,test
Q6L0X6,training
Q6L0Y2,training
Q6L0Y4,training
Q6L0Y6,training
Q6L0Y7,validation
Q6L0Y9,training
Q6L0Z5,training
Q6L0Z7,training
Q6L0Z8,validation
Q6L103,training
Q6L104,training
Q6L107,training
Q6L110,training
Q6L111,training
Q6L114,training
Q6L119,training
Q6L122,training
Q6L123,training
Q6L124,training
Q6L125,training
Q6L126,training
Q6L128,training
Q6L129,test
Q6L130,test
Q6L131,training
Q6L133,training
Q6L135,training
Q6L138,training
Q6L139,training
Q6L140,training
Q6L142,training
Q6L144,training
Q6L150,training
Q6L151,training
Q6L152,training
Q6L156,training
Q6L160,training
Q6L163,training
Q6L164,training
Q6L165,training
Q6L168,test
Q6L170,training
Q6L171,validation
Q6L172,training
Q6L173,training
Q6L176,training
Q6L177,test
Q6L186,training
Q6L188,training
Q6L189,training
Q6L190,training
Q6L191,training
Q6L196,training
Q6L198,validation
Q6L199,training
Q6L1A0,training
Q6L1A1,test
Q6L1A3,training
Q6L1A5,validation
Q6L1A6,test
Q6L1A7,training
Q6L1A8,training
Q6L1B1,validation
Q6L1B2,training
Q6L1B4,training
Q6L1B5,training
Q6L1B7,training
Q6L1B8,training
Q6L1C1,validation
Q6L1C2,training
Q6L1C3,training
Q6L1C4,training
Q6L1C5,training
Q6L1C6,validation
Q6L1C7,training
Q6L1C8,training
Q6L1D0,training
Q6L1D1,training
Q6L1D2,training
Q6L1D4,training
Q6L1D5,training
Q6L1D8,training
Q6L1E0,training
Q6L1E1,validation
Q6L1E2,training
Q6L1E4,training
Q6L1E6,training
Q6L1E7,test
Q6L1E8,training
Q6L1E9,training
Q6L1F0,training
Q6L1F1,training
Q6L1F3,training
Q6L1F4,test
Q6L1F5,training
Q6L1F6,training
Q6L1F7,training
Q6L1F9,training
Q6L1G0,training
Q6L1G2,training
Q6L1G3,training
Q6L1G5,training
Q6L1G6,test
Q6L1G7,training
Q6L1G8,training
Q6L1H1,training
Q6L1H5,test
Q6L1H6,validation
Q6L1H7,training
Q6L1H8,training
Q6L1H9,training
Q6L1I0,training
Q6L1I1,training
Q6L1I2,training
Q6L1J1,training
Q6L1J2,training
Q6L1J3,training
Q6L1J7,training
Q6L1K1,test
Q6L1K2,test
Q6L1K4,training
Q6L1K5,training
Q6L1L3,training
Q6L1L6,training
Q6L1L7,training
Q6L1L8,training
Q6L1L9,training
Q6L1M0,training
Q6L1M1,validation
Q6L1M2,test
Q6L1M6,training
Q6L1M7,training
Q6L1M8,training
Q6L1M9,training
Q6L1N2,training
Q6L1N4,training
Q6L1N6,training
Q6L1N8,training
Q6L1P0,training
Q6L1P1,training
Q6L1P4,training
Q6L1P8,training
Q6L1P9,training
Q6L1Q0,training
Q6L1Q1,training
Q6L1Q3,training
Q6L1Q5,test
Q6L1Q6,training
Q6L1Q8,training
Q6L1Q9,training
Q6L1R2,training
Q6L1R3,training
Q6L1R4,training
Q6L1R7,training
Q6L1R8,training
Q6L1S0,training
Q6L1S1,training
Q6L1S2,validation
Q6L1S4,training
Q6L1S5,training
Q6L1S6,training
Q6L1S8,training
Q6L1S9,training
Q6L1T2,training
Q6L1T3,validation
Q6L1T4,validation
Q6L1T8,validation
Q6L1T9,training
Q6L1U0,test
Q6L1U2,training
Q6L1U4,training
Q6L1U5,training
Q6L1U6,training
Q6L1U7,training
Q6L1U9,training
Q6L1V0,training
Q6L1V1,training
Q6L1V2,training
Q6L1V3,training
Q6L1V6,test
Q6L1W2,training
Q6L1W5,test
Q6L1W6,training
Q6L1W7,training
Q6L1W9,training
Q6L1X1,training
Q6L1X2,training
Q6L1X4,training
Q6L1X5,training
Q6L1X8,training
Q6L1X9,validation
Q6L1Y0,test
Q6L1Y1,test
Q6L1Y4,training
Q6L1Y6,training
Q6L1Y8,training
Q6L1Y9,test
Q6L1Z0,training
Q6L1Z1,training
Q6L1Z2,training
Q6L1Z5,training
Q6L1Z8,training
Q6L1Z9,training
Q6L201,training
Q6L202,training
Q6L203,training
Q6L205,training
Q6L208,training
Q6L209,training
Q6L212,validation
Q6L213,training
Q6L214,training
Q6L215,training
Q6L216,test
Q6L219,training
Q6L220,training
Q6L222,training
Q6L223,training
Q6L224,training
Q6L225,test
Q6L227,training
Q6L229,training
Q6L230,training
Q6L231,training
Q6L232,training
Q6L233,training
Q6L234,training
Q6L235,test
Q6L236,training
Q6L238,validation
Q6L240,training
Q6L242,training
Q6L245,training
Q6L246,training
Q6L247,validation
Q6L251,training
Q6L254,training
Q6L269,training
Q6L270,training
Q6L277,training
Q6L283,training
Q6L285,training
Q6L288,training
Q6L292,validation
Q6L293,training
Q6L294,training
Q6L295,training
Q6L296,training
Q6L298,training
Q6L2A3,training
Q6L2A5,training
Q6L2A6,training
Q6L2A7,training
Q6L2A9,training
Q6L2B0,training
Q6L2B8,training
Q6L2C8,test
Q6L2C9,validation
Q6L2D1,training
Q6L2D2,training
Q6L2D3,validation
Q6L2D5,training
Q6L2D6,training
Q6L2D8,training
Q6L2E2,training
Q6L2E5,training
Q6L2E6,training
Q6L2E7,training
Q6L2F0,training
Q6L2F1,validation
Q6L2F2,training
Q6L2F3,training
Q6L2F5,test
Q6L2F6,training
Q6L2G0,training
Q6L2G1,training
Q6L2G2,training
Q6L2G4,test
Q6L2G5,validation
Q6L2G6,training
Q6L2G7,training
Q6L2G9,training
Q6L2H0,training
Q6L2H1,training
Q6L2H2,training
Q6L2H3,training
Q6L2H5,training
Q6L2H7,test
Q6L2H9,test
Q6L2I0,training
Q6L2I3,training
Q6L2I5,training
Q6L2I7,training
Q6L2I8,test
Q6L2I9,training
Q6L2J0,training
Q6L2J1,training
Q6L2J2,training
Q6L2J3,training
Q6L2J4,training
Q6L2J5,training
Q6L2J6,training
Q6L2J7,training
Q6L2J8,test
Q6L2J9,validation
Q6L2K0,test
Q6L2K2,training
Q6L2K3,training
Q6L2K5,test
Q6L2K7,test
Q6L2K9,training
Q6L2L0,training
Q6L2L4,training
Q6L2L6,training
Q6L2L7,test
Q6L2L8,training
Q6L2L9,training
Q6L2M3,training
Q6L2M4,training
Q6L2M5,training
Q6L2M8,training
Q6L2N1,test
Q6L2N2,training
Q6L2N3,training
Q6L2N4,training
Q6L2N9,training
Q6L2P2,test
Q6L2P3,validation
Q6L2P4,training
Q6L2P5,training
Q6L2P6,test
Q6L2P7,test
Q6L2P8,test
Q6L2P9,training
Q6L2Q2,training
Q6L2R2,test
Q6L2R3,validation
Q6L2R4,training
Q6L2R6,test
Q6L2R7,validation
Q6L2R8,training
Q6L2R9,training
Q6L2S0,test
Q6L2S1,training
Q6L2S2,training
Q6L2S4,training
Q6L2S6,training
Q6L2S7,training
Q6L2T5,training
Q6L2T7,training
Q6L2T8,validation
Q6L2U2,training
Q6L2U3,training
Q6L2U4,training
Q6L2U5,test
Q6L2U6,training
Q6L2U7,training
Q6L2U8,training
Q6L2U9,training
Q6L2V1,training
Q6L2V2,training
Q6L2V3,training
Q6L2V4,training
Q6L2V5,training
Q6L2V6,training
Q6L2V7,training
Q6L2V9,training
Q6L2W0,training
Q6L2W1,training
Q6L2W5,training
Q6L2W8,training
Q6L2X8,training
Q6L2X9,training
Q6L2Y1,validation
Q6L2Y2,training
Q6L2Y6,test
Q6L2Z6,training
Q6L303,training
Q6L306,validation
Q6L307,training
Q6L308,training
Q6L310,training
Q6L314,validation
Q6L315,training
Q6L316,training
Q6L319,training
Q6L322,test
Q6L323,training
Q6L332,training
Q6L333,training
Q6L336,training
Q6L337,training
Q6L341,training
Q6L346,training
Q6L349,training
Q6L350,validation
Q6L352,training
Q6L357,training
Q6L359,training
Q6L360,training
A0A023PXQ4,test
O13516,test
O13539,training
O14455,test
O43137,training
O60200,training
O75012,training
P00045,training
P00127,training
P00128,training
P00330,validation
P00358,test
P00359,training
P00360,training
P00427,validation
P00431,training
P00447,training
P00498,training
P00546,training
P00549,test
P00560,training
P00572,training
P00635,training
P00812,training
P00817,validation
P00830,training
P00890,training
P00899,training
P00912,test
P00924,training
P00925,training
P00937,training
P00942,training
P00950,training
P01094,training
P01097,training
P01119,training
P01120,training
P01123,training
P02294,training
P02309,training
P02381,training
P02406,test
P02557,training
P02992,test
P02994,training
P03872,training
P04037,training
P04046,training
P04076,training
P04161,training
P04449,training
P04456,training
P04806,training
P04807,training
P04840,training
P04911,training
P05150,training
P05317,test
P05373,training
P05737,training
P05738,training
P05739,test
P05740,training
P05743,training
P05744,training
P05745,training
P05748,training
P05749,training
P05750,training
P05755,training
P05756,training
P06101,validation
P06168,training
P06174,training
P06244,validation
P06245,training
P06367,test
P06774,training
P06780,training
P06785,training
P07172,training
P07246,training
P07256,training
P07257,training
P07258,training
P07260,training
P07262,training
P07267,training
P07270,test
P07273,training
P07274,validation
P07277,training
P07278,training
P07280,training
P07281,training
P07283,training
P07284,validation
P07285,training
P07560,validation
P07703,training
P07991,test
P08067,training
P08417,training
P08432,training
P08465,test
P08524,training
P08536,training
P08679,training
P09064,training
P09624,training
P09733,training
P09734,test
P09938,training
P0C0V8,training
P0C0W9,training
P0C0X0,test
P0C2H7,training
P0C2H8,training
P0C2H9,training
P0CF20,test
P0CH09,training
P0CX24,test
P0CX26,training
P0CX28,training
P0CX30,training
P0CX32,training
P0CX34,training
P0CX36,validation
P0CX38,test
P0CX40,training
P0CX42,validation
P0CX44,training
P0CX46,training
P0CX48,validation
P0CX50,training
P0CX52,training
P0CX54,training
P0CX56,validation
P0CX83,training
P0CX85,training
P10080,training
P10081,training
P10127,test
P10356,validation
P10363,training
P10507,training
P10622,training
P10659,training
P10662,training
P10664,training
P10823,training
P10849,training
P11076,training
P11353,training
P11412,training
P11632,training
P11633,training
P11709,training
P11745,training
P11914,training
P11927,training
P12385,validation
P12611,training
P12695,validation
P12887,test
P12904,training
P13298,training
P13517,training
P13663,training
P14020,training
P14065,training
P14120,training
P14126,training
P14127,training
P14306,training
P14540,validation
P14682,training
P14743,training
P14832,training
P14843,training
P15019,test
P15454,training
P15496,training
P15625,test
P15646,training
P15700,training
P15703,training
P15731,training
P15790,training
P15807,training
P15873,training
P15992,validation
P16370,training
P16387,training
P16547,training
P16550,validation
P16622,training
P16639,training
P16658,training
P17076,training
P17106,training
P17157,training
P17423,training
P17505,training
P17558,training
P17649,training
P17695,training
P17709,training
P17890,training
P17891,test
P18239,training
P18412,training
P18544,training
P18562,training
P18852,training
P18900,training
P19073,training
P19146,training
P19262,training
P19358,training
P19454,validation
P19881,training
P19955,training
P20049,training
P20051,training
P20081,training
P20084,validation
P20107,training
P20133,training
P20433,training
P20434,training
P20435,training
P20436,validation
P20449,training
P20459,training
P20484,training
P20486,training
P20604,validation
P21147,training
P21182,training
P21242,validation
P21243,training
P21306,training
P21375,training
P21771,training
P21801,training
P21827,training
P21954,training
P21965,training
P22108,training
P22133,training
P22134,validation
P22139,training
P22141,training
P22203,training
P22289,validation
P22353,training
P22354,training
P22696,validation
P22768,training
P22936,training
P23180,training
P23202,training
P23248,training
P23285,training
P23301,training
P23542,test
P23594,test
P23595,training
P23638,training
P23639,training
P23644,training
P23724,training
P23776,training
P24000,training
P24031,training
P24280,test
P24309,training
P24521,validation
P25040,training
P25043,training
P25087,training
P25293,training
P25294,test
P25332,training
P25342,training
P25343,training
P25344,test
P25349,training
P25359,training
P25373,training
P25374,training
P25385,training
P25441,training
P25443,training
P25451,training
P25491,validation
P25554,training
P25555,training
P25567,training
P25576,training
P25586,training
P25605,test
P25608,training
P25617,training
P25631,training
P25637,training
P25638,training
P25654,training
P25659,training
P25719,training
P26321,training
P26754,test
P26755,training
P26783,validation
P26784,training
P26785,training
P26786,training
P26793,training
P27344,validation
P27466,training
P27476,training
P27616,training
P27705,training
P27809,training
P27810,test
P27882,training
P27999,training
P28000,training
P28005,test
P28239,training
P28241,training
P28263,training
P28272,training
P28320,training
P28495,training
P28707,training
P28777,training
P28789,training
P28817,training
P28834,training
P29311,training
P29453,training
P29478,training
P29509,training
P29547,training
P29703,training
P29952,training
P30402,training
P30656,training
P30657,training
P31115,training
P31116,validation
P31373,training
P31377,training
P31385,training
P31386,training
P31412,training
P32047,training
P32178,test
P32179,training
P32263,training
P32264,training
P32288,test
P32335,training
P32342,training
P32345,training
P32347,training
P32351,test
P32366,training
P32377,training
P32379,training
P32381,training
P32387,training
P32419,training
P32445,training
P32447,training
P32449,training
P32451,training
P32458,training
P32459,training
P32463,training
P32468,training
P32469,training
P32471,training
P32472,validation
P32473,training
P32485,training
P32495,training
P32496,training
P32523,training
P32524,training
P32527,training
P32566,training
P32573,training
P32582,training
P32585,validation
P32588,training
P32598,training
P32602,training
P32603,training
P32607,training
P32610,training
P32611,validation
P32614,validation
P32617,training
P32623,training
P32626,validation
P32628,training
P32643,training
P32771,training
P32774,training
P32787,training
P32804,training
P32832,training
P32835,training
P32836,training
P32860,validation
P32861,training
P32867,training
P32895,training
P32902,test
P32905,test
P32911,training
P32912,training
P32939,test
P33201,training
P33204,training
P33297,training
P33298,training
P33299,training
P33308,training
P33312,training
P33313,training
P33317,training
P33322,training
P33324,training
P33328,training
P33330,test
P33331,training
P33399,training
P33412,validation
P33441,training
P33442,training
P33750,validation
P33759,training
P34078,training
P34087,validation
P34162,training
P34167,training
P34220,training
P34221,training
P34227,training
P34240,test
P34760,test
P35176,training
P35178,test
P35179,training
P35180,training
P35182,validation
P35184,training
P35189,training
P35193,training
P35195,training
P35197,training
P35202,training
P35691,training
P35719,training
P35728,training
P35842,training
P35844,test
P36007,training
P36008,training
P36010,test
P36015,training
P36017,training
P36018,validation
P36036,training
P36040,training
P36046,training
P36047,training
P36049,test
P36053,training
P36059,training
P36060,training
P36069,training
P36077,training
P36080,training
P36088,training
P36103,training
P36104,training
P36105,training
P36110,training
P36116,validation
P36121,training
P36136,training
P36139,training
P36141,test
P36145,training
P36149,training
P36151,training
P36152,training
P36154,training
P36156,training
P36160,training
P36162,training
P36167,training
P36169,validation
P36224,training
P36421,training
P36520,training
P36521,training
P36526,validation
P36531,training
P36532,training
P37262,training
P37263,test
P37291,training
P37292,validation
P37303,training
P38011,training
P38061,training
P38063,training
P38066,training
P38067,test
P38068,training
P38071,training
P38074,test
P38075,training
P38077,training
P38081,training
P38109,training
P38113,training
P38115,training
P38120,test
P38131,training
P38145,training
P38153,training
P38162,training
P38166,training
P38174,test
P38175,training
P38197,test
P38199,training
P38203,validation
P38219,training
P38230,training
P38234,training
P38235,training
P38238,training
P38239,training
P38243,validation
P38248,training
P38255,training
P38260,test
P38264,training
P38272,training
P38276,training
P38281,training
P38282,validation
P38284,training
P38288,test
P38293,training
P38295,training
P38302,training
P38328,training
P38331,training
P38333,test
P38340,training
P38345,training
P38349,training
P38351,training
P38354,training
P38429,training
P38430,training
P38431,training
P38555,training
P38616,test
P38620,training
P38624,training
